surveyId,predictions
642,39 53 96
1792,12 28 30 35 39 59 69 75 76 82 130 146 171 183 203 204 207 209
3256,28 30 35 69 75 96 164 181
3855,4 12 28 39 53 75 96 130 156 178 181 222
4889,9 53 82 129
5884,39 53 75 129
6955,12 15 39 51 67 74 75 76 82 115 130 148 154 164 203 204 222
8956,9 32 35 53 129
9037,15 28 82 114 130 169
9537,12 28 30 39 51 53 76 82 130 140 146 164 203 204 222
11594,9 32 82 87 129 169 171
11849,51 74 75 76 82 154 180 203 204
12019,9 96 226
12436,9 96 209 226
12705,15 75 96
12842,12 30 35 53 69 75 80 96 167 178
13429,28 29 30 51 75 76 181 203 209
15914,12 28 30 35 39 51 53 69 74 75 76 82 130 140 146 154 164 167 181 203 222
16550,9 28 82 140 169
18511,15 28 51 74 75 76 82 154 180 203 222
18734,15 28 51 74 75 76 82 154 180 203 204 222
19026,28 75 87 140 167 178 204
21203,28 82
21641,15 82 140
21906,28 30 39 51 75 76 82 130 146 164 203 204 222
22102,28 35 75 114 203 204 209
23717,28 32 75 156 167 171 204 226
24689,9 32 96 129
24920,12 28 30 39 51 53 69 130 139 146 164 178
25437,30 67 69 76 82 130 140 146 156 180
26098,12 15 28 67 75 76 114 139 154 203 204
26651,9 32 35 129 169
27551,32 35 169 171 204
27567,12 29 51 75 76 81 154 181 203
30973,32 96 169
31970,4 12 28 30 35 69 75 96 181
32178,32 87 204
32282,30 39 53 69 74 75 96 130 156 167 178 186 203 222
32525,35 169 204
33904,35 53
33921,75 76 156 167 209 215
34778,39 51 67 76 82 146 164 203 204 222
36216,15 32 82 169 171
36737,12 39 51 67 69 75 76 82 115 130 148 154 164 186 203 222
36869,12 28 35 39 69 75 82 130 146 181 183 204 222
38125,9 32 53
38812,15 28 53 76 82 140 146 164
39525,32 35 39 53 75 129 178
39795,12 30 39 74 75 96 130 167 178 181 183 222
40447,9 53 75 96 129
40597,9 82 169
40845,9 87 96 129 169
41048,12 28 35 39 69 75 82 130 146 181 183 204 222
41209,39 53 178
41369,28 30 75 76 114 181 203 209 226
41476,59 75
41725,9 15 32 75 129 171
42000,12 15 28 30 51 75 76 82 114 154 180 181
42935,28 30 39 51 69 75 164 178
44791,9 96 129 169
46094,28 39 51 59 69 75 76 82 130 140 146 154 180 222
47008,28 39 51 75 96 130 167 171 178 222
48669,12 28 30 39 51 53 69 76 130 146 164 178 222
49000,12 28 29 51 67 74 75 76 154 180 204 216
49038,9 12 82 140 167 169
49319,28 32 75 167 171
50057,12 28 35 39 69 75 82 130 146 181 183 204 222
51364,9 82 96 209
51795,30 51 67 69 74 75 76 82 114 130 139 146 154 164 180 203 204 222
52317,30 82 140 154 222
52326,28 30 39 51 75 76 82 130 140 146 154 180 222
52364,30 51 74 76 82 130 146 154 164 180 203 204 222
52481,28 32 59 75 167 171 209
53300,75 76 82 156 167 209 215
54076,28 39 76 82 130 146 171 181 203 204 209 222
54193,4 12 28 30 69 75 130 181
54624,28 32 75 204
55644,28 51 76 130 140 146 154 204 226
56496,28 39 53 74 75 76 82 92 130 146 164 181 183 203 204 222
56887,87 129 169 209
58388,75 76 82 154 180
60548,59 75 209
60731,9 15 82 169
61092,2 12 28 30 39 53 76 82 130 140 146 164 180
61334,28 59 69 75 169 171 204 209
62643,32 35 87 169 171
62910,9 32 53 82 129 169
63918,12 28 39 59 69 75 76 82 130 146 164 178 183 203 207 222
64178,12 28 30 51 69 75 76 82 130 140 146 164 180
64913,9 15 82
66097,9 28 82 140
67733,15 39 51 74 76 82 130 146 164 203 222
67998,9 32 35 82 96 129 169
68018,30 51 69 74 75 76 82 114 154 164 180 203 222
68034,12 28 39 53 59 69 82 130 183 204 222
69003,9 32 82 87 129 169 171
69099,28 32 39 51 53 74 75 76 82 130 146 154 164 203 204 222
70350,30 39 51 74 76 82 154 180 203 204 222
70662,9 53 75 96 129
72103,30 82
72786,30 39 53 59 74 76 82 130 140 146 178 204 209 222
72854,9 35 169
73272,16 69 71 75 76 82 114 139 154 203 209 226
73905,59 75 209
74414,74 76 82 129 139 154 180 203 209 222
75195,9 35 129 169 209
76085,9 87 169
76528,9 32 75 82 169
76891,12 51 67 69 74 76 82 114 139 180 181 203 204 222 226
80169,9 32 75
80467,30 51 74 76 82 130 146 154 164 180 203 204 222
80514,12 28 30 51 67 74 76 154 180 203 204
80804,53 69
81526,9 28 82 87 140 169 178
81908,12 15 28 75 76 82 114 180 204 209
82140,28 53 75 87 140 203 204
82897,28 53 69 75
83363,12 28 39 53 92 139 146 164 183 222
85499,28 32 75
85744,30 35 51 69 76 82 130 146 154 164 180 181 183 203 222
86085,15 28 39 51 69 76 82 130 146 154 178 181 183 203 204 222
86312,28 32 204
88358,30 51 69 74 76 82 139 154 180 203
88734,9 15 32 75 96 129 169
88807,28 30 71 75 76 114 181 204 209 226
89191,9 32 53 82 96 129
89854,12 28 30 39 51 53 75 76 82 130 140 146 164 180 222
91065,12 28 51 67 74 75 76 154 180 203 204
91371,32 35 39 87 129 169 171
92621,51 67 69 74 76 82 130 146 154 164 180 181 183 203 204 222
93286,51 67 76 82 114 139 154 180 203 204
94281,15 28 74 75 76 82 154 180 203 209 222
95767,12 28 35 39 51 53 75 82 130 164 203 204
97031,9 28 75 82 140
97519,2 30 39 53 69 130 164 178 207
97774,28 39 53 82 130 139 140 146 164 169
98717,28 74 75 76 154 180 203 204
100319,12 28 171 181 204
100802,12 51 67 69 74 76 82 114 139 154 180 181 203 204 222
102099,28 30 35 69 75 96 164 181
102354,9 32 82 129 169
103486,30 75 76 82 130 140 146 154 180
103942,15 28 35 39 76 82 92 121 130 140 146 154 203 204 207 222
104416,32 35 87 140 169
104754,28 32 53 75 140 204
104996,28 39 51 76 82 146 154 180 204
105415,9 12 28 32 129 169
105527,12 29 51 59 69 74 75 76 81 82 154 180 203
105876,15 30 51 69 74 76 82 114 139 146 180 203 222
106116,28 171 178
106734,9 32 53 129
107018,76 114 167 209 215
107805,28 30 39 92 96 130 140 164 167 178 183 203 207 209 222
107852,12 28 51 67 74 75 76 154 180 203 204
108647,9 129 169
109639,12 28 29 30 51 75 76 181
110614,82 169
111408,39 48 75 76 82 92 130 140 146 167 178 203 204 207 209 222
114115,53 96 129
114412,15 35 82 130
114565,28 53 140 204
116045,9 82
116713,75 76 167 215
116765,15 28 51 74 75 76 82 154 180 203 222
117073,35 169 204
117836,9 82
119104,28 30 39 74 76 82 130 178 183 203 204 209 222
120598,28 75 87 140 167 178 204
120776,30 51 67 69 75 76 82 130 146 154 164 180 203 204 222
121119,4 12 28 39 53 69 75 96 130 156 178 181 222
121606,15 28 51 74 75 76 82 139 154 180 203 222
122269,28 30 53 69 74 96 139 164 178 186
122629,12 76 215
125890,9 28 53 75 82 130 140 146 169 180
126223,12 28 30 39 51 53 74 75 76 82 130 146 164 181 203 204 222
126639,28 82 87 130 169
127778,28 30 75 76 114 181 203 209 226
128326,30 35 51 74 75 76 82 146 154 180 203 204 222
129049,76 114 167 209
129365,28 32 75 167 171 204 226
