surveyId,predictions
642,39 53 254 340 540 581 661 843 958 963 989 1086 1654 1964 2025 2211 2885 3067 3161 3471 3958 4077 4397 4549 5114 5115 5189 5322 5358 5400 5403 6171 6310 6331 6609 6634 6746 6788 6919 6962 6989 7121 7167 7739 7755 7807 7817 7880 7957 8055 8083 8229 8428 8439 8528 8760 8807 8818 9072 9325 9341 9376 9465 9493 9556 9669 9707 9816 9961 10024 10073 10082 10113 10223 10228 10274 10281 10317 10600 11140 11195
1792,39 171 262 305 320 351 441 634 838 998 1020 1066 1092 1254 1626 1780 1794 2146 2237 2318 2348 2396 2492 2538 2723 2949 2969 3014 3049 3181 3419 3451 3454 3457 3476 3757 3823 3881 4091 4258 4532 4549 4755 4802 5300 5305 5314 5358 5412 5483 5543 5557 5630 5693 5875 6048 6067 6078 6143 6322 6374 6599 6603 6606 6609 6626 6720 6968 7006 7065 7113 7244 7259 7310 7410 7414 7475 7571 7580 7588 7837 7871 7906 7916 7963 7971 8098 8257 8275 8333 8340 8424 8503 8508 8670 8807 9190 9388 9555 9671 9714 9765 10051 10346 10534 10587 10595 10746 10852 10904 10948 10953 10965 11014 11230
3256,164 790 1162 1344 1780 1842 1875 2078 2210 2396 2433 2630 2644 2723 2795 3429 3451 3471 3483 3740 4109 4207 4790 4994 5055 5322 5358 5403 5754 5804 6143 6171 6254 6497 6748 6919 7167 7330 7471 7532 8229 8307 8329 9213 10648 10825 10929
3855,4 53 96 130 222 299 423 460 514 651 713 790 944 1162 1216 1629 1693 1711 1757 1780 1882 2078 2184 2396 2433 2587 2644 2723 2744 2762 2767 2774 2795 2799 2921 2949 3013 3039 3049 3068 3211 3277 3429 3451 3510 3629 3721 3856 4008 4105 4109 4112 4207 4310 4317 4337 4434 4463 4551 4560 4590 4640 4820 4862 4994 4997 5053 5055 5265 5358 5383 5422 5454 5602 5630 5754 5803 5804 5823 5847 5895 5932 5981 6048 6053 6143 6168 6171 6370 6405 6407 6424 6444 6497 6498 6555 6588 6747 6775 6805 6919 7094 7167 7255 7407 7423 7471 7532 7552 7640 7652 7687 7706 7742 7972 8164 8229 8297 8307 8329 8397 8412 8428 8567 8590 8670 8728 8782 8806 8949 8992 9040 9081 9206 9213 9221 9244 9256 9317 9325 9406 9456 9660 9694 9723 9785 9962 9980 10102 10155 10255 10268 10288 10400 10404 10427 10463 10591 10600 10823 10867 10929 11012 11054
4889,53 129 249 254 398 540 581 661 843 963 989 994 1086 1110 1180 1539 1757 1889 1964 2025 2189 2211 3067 3092 3100 3151 3294 3374 3471 3722 4397 4483 4492 4499 4513 4609 4871 5071 5115 5189 5322 5353 5383 5403 5542 5883 5900 6079 6171 6331 6962 6989 6999 7167 7333 7613 7670 7739 7760 7807 7817 7942 7957 8151 8329 8428 8818 9024 9816 9892 10218 10223 10255 10317 10600
5884,39 53 129 254 509 540 843 963 976 1085 1086 1131 1170 1264 1504 1715 1964 2025 2885 3067 3092 3294 3471 3958 4483 4549 4671 5114 5115 5189 5322 5358 5383 5400 5403 6171 6331 6609 6634 6788 6919 6962 6989 7167 7739 7755 7760 7807 7880 7942 7957 7999 8083 8151 8512 8654 8807 9024 9325 9439 9493 9556 9669 9816 9961 10047 10073 10223 10228 10317 10600 11122 11195
6955,39 82 115 130 164 222 299 351 400 462 625 633 636 639 701 712 787 811 838 944 1014 1028 1045 1051 1092 1162 1222 1254 1404 1407 1497 1539 1619 1655 1659 1668 1705 1712 1746 1757 1780 1794 1818 1869 1882 2078 2110 2122 2145 2146 2177 2294 2361 2373 2396 2420 2490 2492 2514 2646 2665 2723 2744 2753 2764 2891 2949 2969 3043 3049 3098 3240 3309 3345 3374 3429 3451 3494 3578 3581 3586 3659 3757 3826 3944 3977 4026 4060 4087 4229 4247 4331 4358 4404 4495 4558 4671 4719 4748 4802 5022 5093 5146 5147 5173 5185 5212 5300 5301 5358 5400 5411 5422 5434 5451 5543 5557 5630 5723 5804 5851 5875 5901 6002 6048 6118 6143 6175 6208 6264 6321 6374 6388 6410 6412 6487 6555 6626 6689 7053 7065 7072 7080 7097 7113 7241 7244 7259 7263 7310 7395 7407 7410 7435 7536 7571 7706 7714 7788 7812 7837 7903 7906 7907 7926 7963 8084 8089 8202 8229 8340 8398 8412 8420 8421 8473 8508 8542 8555 8573 8580 8660 8746 8782 8860 8927 8947 9126 9134 9146 9158 9165 9213 9234 9362 9415 9442 9452 9480 9486 9541 9555 9633 9714 9765 9787 9795 9873 9880 9957 10047 10073 10143 10228 10231 10281 10325 10340 10346 10382 10450 10452 10463 10497 10522 10591 10595 10686 10711 10762 10800 10801 10811 10874 10881 10904 10953 10991 11013 11014 11120 11140 11230
8956,129 254 340 423 478 540 581 643 651 843 1086 1472 1504 1757 1889 1964 2025 2101 2110 2189 2428 2621 2847 2885 2894 2922 2961 2969 3037 3275 3427 3471 3913 4008 4205 4397 4492 4499 4748 4854 5115 5358 5398 5403 5754 6310 6491 6626 6643 6903 6915 6919 6962 7121 7122 7167 7566 7648 7728 7739 7760 7807 8229 8284 8329 8431 8439 8639 8747 8760 8818 9024 9072 9325 9376 9465 9580 9660 9707 9816 9961 10024 10073 10223 10255 10317 10600 10969 11078 11140 11195
9037,169 264 305 423 433 441 540 581 593 735 822 989 994 1170 1174 1189 1376 1716 1757 1794 1858 1910 1951 2027 2101 2181 2490 2875 2885 2922 3096 3100 3109 3123 3135 3161 3274 3318 3360 3361 3447 3476 3488 3534 3701 3722 3736 3881 3958 3969 4013 4493 4499 4508 4525 4549 4598 4628 4751 4930 5015 5149 5204 5300 5398 5416 5507 5520 5543 5689 5739 5994 6275 6377 6491 6609 6643 6686 6746 6836 6900 6914 6915 7047 7052 7094 7121 7167 7205 7227 7295 7432 7726 7828 7906 7916 8208 8430 8431 8484 8653 8747 8748 8818 8855 8858 8882 8904 8908 8917 9311 9362 9376 9416 9465 9580 9610 9714 9771 9795 9811 9816 9905 10006 10007 10024 10073 10113 10133 10234 10249 10274 10278 10364 10474 10514 10534 10587 10752 10763 10778 10899 10927 11054 11140 11195
9537,39 53 146 164 544 625 633 694 713 786 799 868 960 963 1020 1085 1192 1276 1378 1424 1472 1497 1525 1538 1654 1677 1746 1780 1787 1888 1889 1986 1995 2078 2109 2142 2348 2474 2482 2564 2570 2723 2783 2788 2810 2949 2969 3049 3177 3457 3483 4498 4558 4609 4854 4871 5022 5093 5166 5212 5335 5400 5403 5412 5422 5447 5542 5612 5704 6118 6143 6171 6240 6331 6377 6384 6461 6557 6571 6599 6606 6685 6689 6788 6925 6989 7065 7084 7113 7322 7403 7410 7536 7544 7666 7750 7755 7760 7788 7837 7862 7971 7999 8055 8208 8275 8424 8503 8549 8587 8705 8807 8917 9028 9190 9192 9204 9261 9325 9388 9647 9771 9963 10073 10222 10228 10247 10315 10385 10427 10664 10683 10684 10762 10801 10896 10956 10965 10991 11005 11054 11176 11178
11594,169 249 254 300 304 340 478 540 559 581 643 661 822 843 890 958 989 1020 1038 1086 1110 1131 1170 1288 1384 1504 1525 1545 1716 1884 1910 1951 1964 2101 2211 2262 2308 2621 2753 2847 2885 2922 2949 2955 3037 3067 3092 3123 3161 3237 3275 3294 3471 3722 3738 3864 3885 3958 4297 4397 4447 4483 4492 4493 4499 4549 4638 4734 4735 4748 4898 5149 5322 5358 5383 5398 5400 5416 5520 5739 5760 5771 5928 6056 6097 6310 6643 6686 6848 6900 6903 6914 6915 6919 6950 6962 7084 7121 7122 7207 7227 7544 7617 7661 7733 7739 7760 7807 7817 7880 8038 8057 8124 8149 8208 8284 8431 8439 8639 8746 8760 8818 8858 8908 9005 9028 9072 9207 9311 9325 9341 9376 9465 9548 9556 9580 9610 9630 9707 9710 9714 9816 9881 9961 10007 10024 10073 10113 10149 10223 10234 10274 10317 10631 10882 10892 10927 10969 11054 11078 11140 11195 11215
11849,76 305 553 628 687 887 906 949 982 1121 1160 1176 1195 1208 1460 1625 1736 1794 1842 1912 2101 2245 2356 2369 2539 2634 2643 2702 2722 2949 3109 3125 3195 3274 3322 3324 3438 3464 3488 3508 3578 3666 3747 3881 3893 3935 3958 3983 4003 4013 4087 4229 4368 4564 4653 4701 4702 4814 4892 5076 5212 5300 5528 5665 5754 5868 5982 5994 6039 6117 6141 6152 6158 6250 6548 6560 6703 6786 6836 6880 7054 7199 7241 7263 7310 7475 7530 7576 7748 7749 7863 7868 7906 8482 8643 8735 8904 8921 9015 9119 9353 9458 9486 9555 9565 9572 9581 9702 9862 9977 10051 10073 10108 10166 10281 10340 10558 10632 10686 10822 10852 10947 11157 11159 11193
12019,9 96 254 424 581 989 994 1180 1251 1387 1539 3123 3334 3380 3427 3497 4549 5189 5300 5386 5400 5693 5739 6079 6119 6171 6331 6962 6964 7670 8009 8258 8747 8802 8858 8882 9416 9734 9811 10006 10065 10218 10223 10234 10255 10317 10534 10587 10899 11195
12436,9 96 254 424 581 989 994 1180 1251 1387 1539 3123 3380 3427 3497 4549 5189 5300 5386 5693 5739 6079 6119 6171 6331 6962 6964 7670 8009 8258 8747 8802 8858 8882 9416 9734 9811 10006 10065 10218 10223 10234 10255 10317 10534 10587
12705,96 254 264 540 623 890 1018 1288 1384 1387 1824 2211 2744 2885 2961 3037 3123 3497 3722 4027 4205 4279 4397 4499 4541 4549 4638 4734 4748 4854 5040 5115 5363 5526 5739 5840 5928 5980 6119 6437 6491 6551 6643 6721 6746 6903 6962 7121 7167 7450 7475 7648 7755 7760 7790 8431 8746 8760 8818 9024 9072 9325 9341 9376 9465 10005 10073 10082 10113 10317 10600 10940 11140
12842,53 96 167 423 460 514 546 651 713 790 1054 1110 1162 1292 1355 1757 1780 1818 1882 1964 2184 2211 2272 2433 2644 2647 2650 2723 2767 2949 3068 3156 3429 3451 3722 3792 3823 4105 4109 4247 4578 4590 4638 4712 4748 4862 5055 5073 5196 5383 5602 5804 5834 6143 6171 6225 6407 6497 6588 6805 6877 6919 7121 7149 7167 7471 7532 7552 7566 7918 8107 8229 8329 8428 8590 8637 8782 8949 8992 9024 9076 9192 9206 9213 9244 9256 9317 9325 9376 9406 9660 10102 10155 10255 10317 10591 10683 10965 11012
13429,320 494 553 628 639 949 982 1000 1121 1160 1195 1300 1531 1842 1912 2245 2643 2715 2926 3125 3166 3324 3464 3488 3845 3881 3983 4087 4229 4368 4659 4702 4773 5016 5076 5203 5799 5868 5876 5889 6117 6141 6152 6548 6836 6902 7310 7655 7748 7749 7868 8435 8482 8579 8785 8921 9015 9107 9328 9353 9565 9776 9877 10051 10347 10506 10558 10778 10852 10947 11119 11125 11240
15914,39 53 76 130 146 164 249 305 320 351 384 394 544 625 799 811 838 868 960 963 981 1020 1254 1276 1378 1472 1497 1525 1539 1654 1677 1746 1757 1758 1780 1794 1882 1888 2078 2109 2122 2142 2177 2348 2386 2396 2398 2474 2492 2570 2723 2747 2776 2810 2883 2885 2949 2969 3043 3049 3177 3374 3451 3457 3483 3581 3661 3747 3881 3958 4122 4238 4331 4341 4495 4498 4558 4605 4609 4719 4748 4854 4871 4947 5022 5093 5146 5173 5212 5335 5400 5403 5412 5422 5447 5542 5630 5804 5860 5875 6048 6067 6118 6143 6171 6208 6226 6384 6461 6599 6606 6626 6685 6689 6735 6788 6909 6925 7065 7084 7113 7259 7310 7322 7327 7395 7410 7504 7536 7628 7662 7666 7706 7755 7788 7837 7862 7963 8208 8275 8340 8424 8503 8508 8512 8549 8573 8637 8705 8770 8801 8858 8860 8917 8936 9028 9190 9234 9261 9388 9555 9636 9647 9669 9765 9771 9873 9963 9997 10222 10228 10247 10315 10325 10385 10427 10497 10525 10664 10683 10684 10711 10762 10801 10874 10896 10904 10909 10953 10965 10991 11013 11014 11120 11176
16550,169 254 349 424 540 543 581 786 822 994 1007 1020 1131 1140 1180 1376 1387 1539 1716 1757 1758 1795 1910 2723 2788 2875 2885 3275 3361 3427 3476 3610 3701 3738 3835 3881 4013 4077 4279 4493 4499 4513 4549 4735 4751 5143 5166 5189 5322 5386 5400 5766 5892 6044 6079 6143 6331 6377 6491 6551 6559 6839 6848 6914 6962 6964 6989 7084 7227 7432 7670 7755 7817 7880 8258 8528 8532 8882 8926 9072 9416 9455 9493 9595 9606 9734 9816 10006 10065 10113 10218 10223 10234 10249 10255 10317 10474 10534 10752 10763 10778 10965 11071 11078 11140 11158
18511,76 305 311 400 494 553 812 906 949 982 1121 1160 1195 1416 1531 1625 1753 1842 1894 1912 2031 2245 2325 2356 2369 2539 2643 2722 3109 3125 3195 3274 3278 3324 3387 3438 3464 3488 3508 3578 3717 3729 3747 3881 3893 3983 4013 4087 4229 4349 4368 4701 4702 4814 4886 4892 5300 5516 5528 5665 5749 5799 5868 5982 5994 6141 6152 6250 6548 6836 6855 7199 7310 7475 7530 7576 7748 7749 7863 7868 8243 8287 8482 8579 8643 8735 8887 8904 8921 8959 9107 9119 9328 9353 9486 9547 9565 9572 9581 9595 9877 9977 10051 10073 10097 10108 10166 10179 10281 10340 10347 10534 10632 10686 10852 10899 10947 11090 11159 11193
18734,76 305 311 400 494 553 812 906 949 982 1121 1160 1195 1208 1416 1531 1625 1753 1842 1894 1912 2031 2245 2325 2356 2369 2539 2643 2665 2702 2722 3049 3109 3125 3195 3274 3278 3324 3387 3438 3464 3488 3508 3578 3717 3729 3747 3881 3893 3983 3999 4013 4087 4229 4349 4368 4653 4701 4702 4814 4886 4892 5300 5334 5516 5528 5665 5749 5799 5868 5982 5994 6141 6152 6250 6361 6548 6786 6836 6855 7054 7199 7310 7475 7530 7576 7749 7863 7868 8154 8243 8287 8482 8579 8643 8887 8904 8921 8959 9015 9107 9119 9328 9353 9486 9547 9565 9572 9581 9595 9702 9877 9977 10051 10073 10097 10108 10166 10179 10340 10347 10534 10632 10686 10852 10899 10947 11090 11159 11193
