surveyId,predictions
642,5115 6310 6609 6962 7739
1792,634 838 1066 1092 1626 1780 1794 2237 2318 2396 2538 3181 3419 3451 3457 3757 4258 4532 5305 5314 5483 5543 5557 5630 5693 6048 6067 6078 6603 6609 6968 7006 7113 7259 7571 7580 7588 7871 7906 7963 8098 8275 8503 9555 9671 9714 10346 10534 10587 10953 11014 11230
3256,1162 1344 1875 2396 2795 3429 4109 4207 4790 4994 5055 6171 6254 6919 7167 7330 7471 7532 8329 9213 10825 10929
3855,4 299 423 460 514 651 713 790 1216 1629 1693 1711 1780 1882 2184 2433 2587 2644 2723 2762 2767 2774 2799 2921 2949 3211 3277 3429 3451 3510 3629 3721 3856 4105 4109 4112 4207 4317 4337 4434 4590 4640 4862 4994 4997 5053 5055 5383 5454 5602 5804 5847 5981 6053 6143 6171 6370 6407 6497 6555 6588 6747 6775 6805 6919 7167 7255 7471 7532 7552 7652 7687 7706 7742 8164 8229 8297 8307 8329 8428 8590 8782 8806 8992 9040 9081 9221 9244 9256 9325 9456 9660 9723 9962 9980 10155 10288 10404 10427 10591 10600 10823 10867 11012 11054
4889,53 994 2189 3067 5189 5900 6331 6999 7333 7807 7957 8428 10317 10600
5884,53 843 963 5115 5189 5322 6962 10228
6955,39 82 115 130 351 462 625 636 712 1014 1028 1045 1162 1222 1254 1404 1668 1705 1746 1869 1882 2078 2122 2145 2146 2294 2361 2490 2492 2514 2891 3049 3309 3345 3374 3429 3451 3659 3944 4060 4358 4558 5146 5147 5212 5411 5451 5543 5557 5723 5804 6048 6143 6175 6321 6374 6487 6626 7053 7072 7080 7097 7113 7241 7244 7259 7310 7395 7407 7571 7714 7812 7926 7963 8202 8340 8412 8421 8542 8573 8660 8782 8860 9146 9158 9442 9452 9480 9555 9633 9787 9795 9873 9880 9957 10047 10143 10231 10281 10325 10340 10382 10450 10463 10522 10591 10595 10686 10874 10904 10953 11120 11140 11230
8956,254 540 1964 3913 4205 4499 6310 6919 7167 7728 8329 9325 9376 9660 10317 11195
9037,264 423 433 441 735 2101 2181 3100 3318 3360 3476 3969 4013 4493 4525 5204 6377 6609 6914 7094 7828 7916 8858 9416 9610 9811 10007 10234 10278 10364 10752 11054
9537,53 146 164 625 694 799 868 963 1020 1085 1276 1472 1654 1677 1746 1780 1888 1986 2078 2109 2142 2348 2474 2482 2570 2783 2810 3457 3483 4609 4871 5022 5335 5400 5403 5422 5447 5542 5612 6118 6143 6171 6240 6384 6599 6606 6685 6689 6788 6925 7113 7403 7410 7536 7666 7788 7862 8055 8208 8275 8424 8503 8807 8917 9190 9204 9261 9647 9963 10247 10315 10385 10664 10683 10762 10896 10991 11005 11054 11176
11594,254 300 643 958 1086 1504 1910 1951 2262 2308 2885 3161 4297 4447 4492 4499 4898 5416 6097 6310 6914 6950 7617 7739 7880 8124 8439 9005 9072 9465 9707 10927
11849,76 305 553 628 982 1121 1160 1208 1842 1912 2356 2369 2643 2722 3109 3125 3195 3322 3464 3747 3893 3983 4003 4087 4229 4368 4701 4702 5076 5528 5665 6141 6152 6548 6786 6836 7054 7199 7310 7749 7863 7868 8482 8921 9015 9119 9353 9486 9565 9572 10108 10166 10632 10686 10822 10852 10947 11159 11193
12019,9 424 989 994 1180 3427 4549 5386 6079 7670 8009 8258 8747 8802 8882 9811 10006 10065
12436,9 424 989 994 1180 1251 3427 4549 5386 6079 6119 8009 8258 8747 8882 9811 10006 10065
12705,2744 5363 5840 8431 8818 9325
12842,96 167 651 713 1292 1780 1964 2184 2644 2647 2650 2723 2767 2949 3156 3429 3451 3722 4105 4109 4590 4748 5055 5073 5196 5383 5602 5804 6171 6225 6407 6497 6588 6805 6919 7471 7552 8107 8229 8329 8428 8590 8992 9256 9660 10155 10317 10591 11012
13429,949 1000 1121 1195 1300 1531 1842 1912 2715 3125 3464 3881 4087 4229 4368 4659 4773 5076 5203 5799 5876 6117 6152 6548 6902 7655 7748 7749 7868 8482 8921 9328 9565 9877 10347 10852 11240
15914,76 146 164 320 384 544 625 811 963 981 1254 1276 1378 1472 1497 1677 1758 1780 1794 2078 2122 2348 2386 2396 2474 2570 2723 2776 2949 3043 3049 3374 3451 3457 3483 3661 3747 4122 4238 4495 4558 4609 4871 5212 5335 5412 5422 5447 5875 6067 6118 6143 6208 6226 6384 6599 6685 6689 6788 6909 6925 7065 7113 7322 7395 7536 7788 7837 7862 7963 8208 8340 8424 8503 8508 8549 8770 9190 9388 9647 9765 10222 10228 10247 10315 10385 10664 10683 10684 10711 10762 10909 10953 10965 10991 11014 11120 11176
16550,994 1376 1387 1539 3361 3427 3701 5143 5322 5766 6079 6331 6839 6989 7432 7670 8258 9416 9606 10065 10113 10255
18511,311 494 1121 1160 1195 1531 1842 2369 2643 3109 3125 3195 3508 3893 3983 4087 4229 4368 4701 4702 4892 5665 5982 6141 6152 6548 6836 6855 7199 7310 7576 7863 7868 8287 8482 8921 9107 9353 9486 9565 9877 10097 10166 10347 10686 10852 10947 11159
18734,311 494 553 1121 1160 1195 1208 1531 1842 2356 2369 2643 2722 3109 3125 3195 3278 3881 3893 3983 4087 4229 4368 4701 4702 4892 5665 5982 6141 6152 6548 6836 6855 7199 7310 7576 7863 7868 8482 8921 9107 9353 9486 9565 9877 10051 10097 10166 10340 10347 10686 10852 10947 11159
19026,633 643 735 822 1020 1264 1716 1951 2570 2885 2922 3340 3738 4447 4628 4735 5166 5374 5400 5416 5771 5928 6788 7227 7617 9548 9816 10113
21203,3100 6079 6559 7432 8258 9493 10234 11158
21641,994 3427 3738 4013 4751 5651 5766 6839 6914 7084 7432 7760 8258 8422 9416 9606 10065 10234 10573
21906,51 76 146 164 384 544 625 636 1254 1276 1473 1497 1539 1677 1746 1757 1780 1882 1986 1995 2036 2078 2122 2386 2474 2570 2756 2949 3043 3049 3345 3374 3483 4122 4238 5022 5212 5335 5411 5412 6118 6143 6171 6208 6226 6606 6689 6925 7065 7113 7259 7395 7410 7536 7666 7706 7788 7837 7963 8089 8208 8340 8424 8503 8782 8927 9190 9261 9415 9636 9765 10222 10664 10762 10909 10946 10991 11013 11120
22102,6491 9376
23717,171 735 1018 1328 1531 2173 2744 3875 4397 4628 5040 5203 5242 5739 5901 6002 6491 6626 7748 8818 10073 10881 10927 11140
24689,9 96 129 254 304 1018 1110 1384 1715 1964 2788 2894 3067 3140 3151 3488 4499 4638 5900 6310 6900 7122 7566 7808 7817 8431 8439 8748 8760 8818 9024 9213 9610 9714 9881 10113 10514 10940 11140
24920,39 53 164 299 394 457 544 625 633 713 799 843 960 963 976 1020 1192 1472 1654 1677 1707 1746 1780 1882 2025 2142 2398 2570 2723 2788 2796 2949 3234 3245 3451 3479 3483 3494 3597 3792 3885 3979 4238 4558 5022 5149 5383 5400 5403 5422 5542 5551 5745 5932 6118 6143 6171 6240 6245 6461 6571 6574 6588 6599 6606 6788 6919 7322 7403 7407 7423 7544 7640 7666 7788 7807 7999 8038 8084 8217 8229 8275 8508 8573 8587 8590 8637 8807 8947 9028 9192 9213 9244 9253 9647 9669 9963 10023 10102 10247 10315 10427 10497 10569 10683 10800 10896 10991 11054 11176 11178
25437,76 146 180 694 868 960 981 1694 1889 2126 2189 2474 2482 2752 2756 3020 3049 3177 3457 3483 3935 4498 4871 5412 5447 6154 6909 6925 7084 7113 7410 7536 7662 7788 8151 8208 9234 9388 9636 9647 10228 10247 10315 10385 10909 11014
26098,114 628 949 2369 4087 4130 4368 4702 5203 5799 5907 6374 6569 7713 8482 9565 9877 10289 10558 10852
26651,129 254 340 478 540 581 643 1455 1964 2621 3275 3913 4205 4492 4499 4638 5771 5928 6310 6919 7122 7167 7728 7880 8329 8439 8639 9072 9245 9325 9376 9465 9707 10304 11078 11195
27551,169 540 3913 4499 6915 6919 7122 7167 7728 10317
27567,81 840 1062 1208 1736 3464 4029 5262 5537 5982 6117 6855 6913 7310 7748 9458 9572 9612 10550 10909
30973,540 3471 4801 5739 5928 8431 8746 8760 8818 9005 9341
31970,514 713 790 1292 1295 1445 1780 1882 2184 2433 2516 2630 2767 3156 3429 3451 4109 4317 4590 4712 4997 5055 5068 5196 5804 6143 6171 6254 6407 6497 6588 6747 6805 6877 6919 7061 7104 7471 7532 8163 8217 8229 8297 8428 8782 8949 8992 9040 9213 9244 9256 10102 10591 10823 11012 11242
32178,735 1131 1716 1951 2308 2885 2922 3614 3738 3875 3958 5166 5363 5398 5400 5420 5737 5739 5994 6491 6599 6643 7227 8177 8430 9207 9707 10335 10927
32282,39 96 249 299 380 383 423 649 713 843 944 1086 1151 1162 1711 1757 1780 1793 1882 1964 1995 2078 2184 2516 2644 2723 2767 2799 2837 2921 2949 3098 3451 3510 4105 4109 4216 4560 4707 4734 4748 4862 5383 5422 5486 5656 5804 5832 5895 5932 6045 6143 6171 6240 6405 6444 6461 6497 6498 6555 6588 6686 6919 7149 7167 7338 7471 7532 7552 7566 7666 7706 7972 8038 8229 8275 8281 8297 8329 8375 8428 8590 8743 8782 8806 8949 9000 9024 9050 9076 9192 9206 9244 9256 9376 9524 9556 9660 9694 9785 10102 10155 10317 10404 10427 10591 10683 10838 11012 11054
32525,254 340 540 3913 6919 7167 8439 10317
33904,53 963 1020 3294 5189 5322 6079 6331 7957 10223 10600
33921,2471 3375 4541 4711 5285 5519 5773 5980 6234 6643 7679 7790 8635 9674 10005 10239
34778,82 449 628 838 982 1254 1276 2177 2474 2539 3345 3758 3893 3944 4326 4802 5212 5412 5635 6048 6226 6689 7113 7211 7536 7628 8208 8340 9234 9873 10984 11013 11157
36216,254 300 540 643 2885 6310 6915 7739 9341 10882 10969
36737,82 148 164 351 625 636 712 1014 1028 1045 1051 1162 1254 1404 1407 1746 1882 1996 2145 2492 2514 2665 2753 2891 3049 3429 3438 3451 3944 3977 4026 4398 4404 4748 4924 4927 5147 5212 5301 5451 5543 5557 5804 5901 6143 6175 6321 6374 6626 7241 7244 7263 7310 7407 7748 7903 7906 7972 8067 8202 8229 8340 8412 8420 8421 8542 8660 8961 9158 9452 9555 9600 9633 9714 9787 9795 9880 9957 10073 10143 10240 10340 10382 10419 10463 10522 10595 10899 10953 11120 11140 11230
36869,69 262 423 441 462 471 625 708 838 1066 1092 1254 1497 1794 1999 2082 2110 2396 2492 2753 2840 2949 2969 3419 3451 3494 3639 3661 3678 3744 4532 4748 5483 5543 5557 5630 5804 5895 6002 6048 6067 6143 6171 6603 6611 6616 6759 6968 7006 7040 7065 7113 7259 7580 7588 7871 7906 8237 8275 8316 8340 8473 8508 8660 8670 9165 9192 9317 9555 9765 9921 10078 10595 10747 10762 10904 10948 10953 10965 11014 11115 11144 11194
38125,1504 4397 6962 7450 8746 8818 9325 9341 10940
38812,146 164 544 633 694 791 960 963 1472 1497 1539 1677 1889 2474 2482 2570 2747 3457 4238 4609 4871 5335 5447 6118 6143 6599 6606 6684 6788 6925 7410 7536 7788 7862 8055 8208 8424 8705 8917 9190 9204 9261 9388 9636 9647 9873 9963 10222 10247 10315 10385 10664 10896 11014 11120
39525,843 963 976 3092 4483 5115 5322 6557 6788 6962 7942 7999 8807 9961 10223
39795,39 96 178 222 249 299 423 460 469 651 694 713 1054 1086 1288 1757 1780 1818 2078 2184 2433 2644 2810 2949 3049 3451 3722 3823 4105 4216 4560 4707 4748 5383 5403 5422 5804 5895 6091 6118 6119 6143 6171 6919 7115 7532 7552 7972 8229 8275 8329 8409 8587 8590 8637 8806 9000 9024 9076 9192 9206 9213 9256 9317 9376 9465 9660 9892 10317 10591 10683 10823 11054 11140
40447,661 2211 2955 2961 3067 4499 5189 6962 6999 7760 9341
40597,254 300 643 1964 3738 4483 8124 9816
40845,391 540 1499 3471 3913 5115 6119 6999 7122 7566 7817 7978 8746 8747 9024 9341 10255 10317 10600 10940
