surveyId,predictions
642,53 254 340 540 843 958 963 1086 1654 1964 2025 2211 3067 3161 3471 3958 4397 4549 5114 5115 5322 5358 6171 6310 6609 6634 6788 6962 7121 7739 7807 8428 8528 8807 8818 9325 9341 9376 9465 9669 9707 9816 10223 10228 10600 11140 11195
1792,171 262 305 320 441 634 838 998 1020 1066 1092 1254 1626 1780 1794 2146 2237 2318 2348 2396 2492 2538 2723 2949 2969 3014 3049 3181 3419 3451 3454 3457 3757 3823 3881 4091 4258 4532 4755 4802 5305 5314 5358 5412 5483 5543 5557 5630 5693 6048 6067 6078 6143 6322 6603 6606 6609 6626 6720 6968 7006 7065 7113 7244 7259 7310 7414 7571 7580 7588 7871 7906 7916 7963 8098 8257 8275 8333 8340 8424 8503 9555 9671 9714 9765 10051 10346 10534 10587 10595 10746 10852 10904 10953 10965 11014 11230
3256,164 790 1162 1344 1842 1875 2078 2210 2396 2433 2644 2795 3429 3451 3471 3740 4109 4207 4790 4994 5055 5358 5754 5804 6171 6254 6497 6748 6919 7167 7330 7471 7532 8229 8307 8329 9213 10648 10825 10929
3855,4 53 96 130 299 423 460 514 651 713 790 944 1216 1629 1693 1711 1757 1780 1882 2184 2396 2433 2587 2644 2723 2762 2767 2774 2795 2799 2921 2949 3039 3049 3211 3277 3429 3451 3510 3629 3721 3856 4105 4109 4112 4207 4310 4317 4337 4434 4463 4551 4560 4590 4640 4862 4994 4997 5053 5055 5383 5422 5454 5602 5754 5803 5804 5823 5847 5895 5932 5981 6048 6053 6143 6168 6171 6370 6405 6407 6424 6444 6497 6555 6588 6747 6775 6805 6919 7094 7167 7255 7407 7423 7471 7532 7552 7640 7652 7687 7706 7742 7972 8164 8229 8297 8307 8329 8412 8428 8567 8590 8670 8782 8806 8949 8992 9040 9081 9206 9213 9221 9244 9256 9317 9325 9406 9456 9660 9694 9723 9785 9962 9980 10102 10155 10268 10288 10404 10427 10591 10600 10823 10867 11012 11054
4889,53 129 249 254 398 540 581 661 843 963 994 1086 1180 1539 2025 2189 2211 3067 3092 3374 3471 3722 4483 4492 4499 4513 4609 5071 5115 5189 5353 5383 5403 5542 5900 6079 6331 6962 6999 7167 7333 7613 7670 7760 7807 7817 7957 8151 8428 8818 9024 9816 10218 10223 10255 10317 10600
5884,53 129 254 843 963 1085 1086 1131 1170 1264 1504 1964 2025 2885 3067 3294 3471 4483 4549 5114 5115 5189 5322 5358 5383 5403 6331 6609 6634 6962 7167 7739 7755 7760 7807 7880 7942 7957 7999 8083 8151 8807 9325 9669 9816 9961 10047 10223 10228 10317 10600 11195
6955,39 82 115 130 164 222 299 351 462 625 633 636 712 787 811 944 1014 1028 1045 1051 1092 1162 1222 1254 1404 1407 1497 1619 1655 1659 1668 1705 1746 1757 1780 1818 1869 1882 2078 2110 2122 2145 2146 2294 2361 2373 2396 2420 2490 2492 2514 2665 2723 2753 2764 2891 2949 2969 3043 3049 3240 3309 3345 3374 3429 3451 3578 3581 3586 3659 3757 3826 3944 4060 4247 4331 4358 4404 4495 4558 4719 4802 5022 5146 5147 5173 5185 5212 5358 5400 5411 5422 5434 5451 5543 5557 5630 5723 5804 5851 5901 6002 6048 6118 6143 6175 6208 6321 6374 6410 6412 6487 6555 6626 7053 7065 7072 7080 7097 7113 7241 7244 7259 7310 7395 7407 7435 7571 7706 7714 7788 7812 7837 7903 7907 7926 7963 8084 8202 8229 8340 8412 8421 8473 8508 8542 8555 8573 8580 8660 8746 8782 8860 8927 9126 9134 9146 9158 9213 9234 9442 9452 9480 9486 9555 9633 9714 9787 9795 9873 9880 9957 10047 10073 10143 10228 10231 10281 10325 10340 10346 10382 10450 10463 10497 10522 10591 10595 10686 10711 10874 10881 10904 10953 10991 11013 11014 11120 11140 11230
8956,129 254 423 478 540 581 643 1504 1889 1964 2025 2110 2189 2428 2621 2847 2885 3037 3471 3913 4205 4397 4492 4499 4748 5403 5754 6310 6626 6919 6962 7121 7122 7167 7566 7728 7739 7807 8329 8439 8639 8760 8818 9024 9072 9325 9376 9465 9660 9707 9816 9961 10073 10255 10317 10969 11140 11195
9037,169 264 423 433 441 540 581 735 822 1170 1174 1189 1376 1757 1951 2027 2101 2181 2490 2875 2885 2922 3096 3100 3109 3135 3274 3318 3360 3361 3447 3476 3488 3958 3969 4013 4493 4525 4549 4598 4628 4751 4930 5015 5149 5204 5300 5398 5416 5507 5520 5543 5689 5739 6275 6377 6609 6746 6914 6915 7094 7121 7205 7227 7432 7828 7906 7916 8484 8653 8747 8748 8818 8855 8858 8904 8908 9362 9376 9416 9465 9580 9610 9714 9795 9811 9816 9905 10006 10007 10073 10234 10249 10274 10278 10364 10514 10534 10587 10752 10763 10778 10899 11054 11140 11195
9537,39 53 146 164 544 625 633 694 713 786 799 868 960 963 1020 1085 1192 1276 1378 1424 1472 1497 1654 1677 1746 1780 1888 1986 1995 2078 2109 2142 2348 2474 2482 2570 2723 2783 2788 2810 2969 3177 3457 3483 4498 4609 4854 4871 5022 5335 5400 5403 5422 5447 5542 5612 6118 6143 6171 6240 6331 6377 6384 6461 6557 6571 6599 6606 6685 6689 6788 6925 6989 7065 7084 7113 7322 7403 7410 7536 7544 7666 7750 7755 7788 7837 7862 7971 7999 8055 8208 8275 8424 8503 8549 8705 8807 8917 9028 9190 9204 9261 9388 9647 9963 10222 10228 10247 10315 10385 10427 10664 10683 10684 10762 10801 10896 10956 10965 10991 11005 11054 11176 11178
