surveyId,predictions
642,39 53 129 249 254 264 340 423 540 581 643 661 791 843 958 963 989 1086 1131 1288 1455 1472 1504 1654 1677 1964 2025 2211 2847 2885 3067 3161 3294 3318 3471 3701 3722 3958 3969 4077 4279 4397 4447 4483 4492 4499 4549 4671 4748 4854 5114 5115 5189 5322 5358 5400 5403 5739 6171 6183 6310 6331 6491 6551 6557 6609 6634 6746 6788 6848 6914 6919 6962 6989 7084 7121 7122 7167 7475 7644 7661 7662 7739 7755 7760 7807 7817 7880 7942 7957 8055 8083 8151 8229 8428 8431 8439 8528 8746 8760 8807 8818 9024 9072 9192 9325 9341 9376 9465 9493 9556 9669 9707 9816 9881 9961 10024 10047 10073 10082 10113 10223 10228 10255 10274 10281 10317 10427 10600 10684 10969 11122 11140 11195
1792,39 76 171 262 305 320 351 441 634 786 838 989 998 1015 1020 1066 1092 1131 1254 1626 1780 1794 2086 2146 2237 2318 2348 2396 2492 2538 2570 2723 2744 2883 2949 2969 3014 3049 3181 3419 3451 3454 3457 3476 3639 3661 3757 3823 3881 4091 4258 4532 4549 4633 4755 4802 5146 5212 5300 5301 5305 5314 5358 5412 5483 5543 5557 5575 5630 5693 5875 6048 6067 6078 6143 6171 6208 6275 6322 6374 6599 6603 6606 6609 6626 6720 6968 7006 7065 7113 7244 7259 7310 7410 7414 7475 7571 7580 7588 7726 7837 7871 7906 7916 7963 7971 8098 8149 8257 8275 8316 8333 8340 8424 8503 8508 8670 8807 8917 9190 9388 9555 9671 9714 9765 10051 10073 10078 10346 10534 10587 10595 10746 10747 10852 10904 10948 10953 10965 11014 11230
3256,96 164 384 625 713 790 989 1020 1110 1162 1192 1344 1624 1780 1831 1842 1875 1882 2078 2184 2210 2396 2433 2630 2644 2723 2795 3073 3429 3451 3471 3483 3740 4109 4207 4790 4802 4994 5055 5322 5358 5403 5422 5754 5804 5850 6143 6171 6193 6254 6497 6606 6748 6919 7113 7167 7330 7471 7532 7544 8163 8229 8307 8329 9213 9244 9325 9963 10648 10752 10825 10929 11178 11241
3855,4 39 53 96 130 222 299 383 423 460 514 651 713 790 944 1054 1162 1216 1629 1693 1711 1757 1780 1882 2078 2184 2322 2396 2433 2587 2644 2723 2744 2762 2767 2774 2795 2799 2921 2949 3013 3039 3049 3068 3073 3211 3277 3429 3451 3510 3591 3629 3678 3721 3722 3856 4008 4105 4109 4112 4207 4310 4317 4337 4434 4463 4551 4560 4590 4640 4820 4862 4994 4997 5053 5055 5265 5358 5383 5422 5454 5602 5630 5754 5803 5804 5823 5847 5895 5932 5981 6048 6053 6143 6168 6171 6370 6405 6407 6424 6444 6497 6498 6555 6588 6747 6775 6805 6919 7065 7084 7094 7113 7167 7255 7310 7407 7423 7471 7532 7552 7640 7652 7687 7706 7742 7972 8164 8180 8229 8297 8307 8329 8397 8412 8428 8567 8590 8670 8728 8782 8806 8860 8949 8992 9040 9081 9206 9213 9221 9244 9256 9317 9325 9406 9456 9660 9669 9694 9723 9785 9962 9980 10102 10155 10255 10268 10288 10392 10400 10404 10427 10463 10591 10600 10683 10752 10823 10867 10929 10944 11012 11054 11230
4889,53 129 249 254 304 340 398 540 581 651 661 843 907 963 989 994 1086 1110 1180 1539 1677 1757 1889 1910 1964 2025 2189 2211 2570 2949 2961 3067 3092 3100 3151 3294 3374 3427 3471 3722 4077 4397 4483 4492 4499 4513 4609 4638 4639 4751 4871 5071 5115 5189 5322 5353 5383 5403 5542 5883 5900 6079 6119 6171 6310 6331 6559 6903 6919 6962 6964 6989 6999 7084 7121 7167 7333 7475 7566 7613 7670 7706 7739 7760 7807 7817 7942 7957 8057 8151 8284 8329 8428 8431 8746 8818 9024 9072 9341 9465 9660 9816 9892 10218 10223 10255 10317 10600 11140
5884,39 53 129 254 340 509 540 651 661 843 890 963 976 989 1085 1086 1110 1131 1170 1264 1472 1504 1545 1654 1715 1964 2025 2847 2885 3067 3092 3294 3471 3701 3958 4483 4549 4671 5114 5115 5189 5322 5358 5383 5400 5403 6079 6171 6310 6331 6551 6557 6609 6634 6788 6919 6962 6989 6999 7167 7475 7739 7755 7760 7807 7880 7942 7957 7999 8055 8083 8151 8229 8512 8654 8807 9024 9192 9206 9325 9439 9493 9548 9556 9669 9707 9771 9816 9961 10024 10047 10073 10113 10223 10228 10255 10317 10600 10899 10965 11122 11140 11195
6955,39 82 115 130 164 222 299 323 351 400 449 462 625 633 636 639 701 712 787 811 821 838 944 986 1014 1018 1028 1045 1051 1092 1162 1222 1254 1404 1407 1497 1539 1619 1655 1659 1668 1705 1712 1746 1757 1780 1794 1818 1831 1869 1882 2078 2110 2122 2145 2146 2177 2245 2294 2361 2369 2373 2396 2420 2490 2492 2514 2646 2665 2723 2744 2753 2756 2764 2891 2949 2969 3043 3049 3098 3240 3309 3345 3374 3429 3451 3494 3578 3581 3586 3639 3659 3736 3757 3792 3826 3944 3977 4026 4060 4087 4229 4247 4331 4358 4404 4495 4558 4671 4719 4748 4802 4947 5022 5093 5146 5147 5173 5185 5212 5300 5301 5358 5400 5411 5422 5434 5451 5542 5543 5557 5630 5704 5723 5804 5851 5875 5901 6002 6048 6118 6143 6171 6175 6208 6264 6321 6374 6388 6410 6412 6487 6555 6626 6685 6689 7053 7065 7072 7080 7094 7097 7113 7241 7244 7259 7263 7310 7395 7407 7410 7435 7536 7544 7571 7706 7714 7748 7788 7812 7837 7903 7906 7907 7926 7963 7972 7998 8084 8089 8202 8208 8224 8229 8257 8329 8340 8398 8412 8420 8421 8473 8508 8542 8555 8573 8580 8626 8660 8746 8782 8818 8860 8927 8936 8947 9126 9134 9146 9158 9165 9213 9234 9317 9362 9415 9442 9452 9480 9486 9541 9555 9581 9610 9633 9636 9714 9738 9765 9771 9787 9795 9873 9880 9957 10047 10051 10073 10078 10143 10228 10231 10268 10281 10325 10340 10346 10382 10450 10452 10463 10497 10522 10591 10595 10686 10711 10762 10778 10800 10801 10811 10874 10881 10904 10953 10991 11013 11014 11120 11140 11230
8956,53 129 254 340 423 478 540 581 643 651 843 890 1086 1288 1455 1472 1504 1715 1757 1889 1964 2013 2025 2101 2110 2189 2211 2428 2621 2788 2847 2885 2894 2922 2955 2961 2969 3037 3123 3237 3275 3427 3471 3722 3913 3954 4008 4205 4397 4492 4499 4638 4748 4854 5115 5189 5358 5383 5398 5400 5403 5739 5754 5771 5928 6056 6119 6171 6310 6491 6609 6626 6643 6746 6900 6903 6915 6919 6950 6962 7084 7121 7122 7167 7475 7566 7648 7728 7739 7760 7807 7880 8208 8229 8284 8329 8431 8439 8639 8747 8760 8818 9024 9072 9245 9325 9341 9376 9465 9580 9660 9707 9816 9892 9961 10024 10047 10073 10113 10223 10255 10274 10304 10317 10600 10631 10969 11078 11140 11195
9037,169 264 305 340 423 433 441 540 581 593 643 735 822 989 994 1038 1051 1086 1170 1174 1189 1376 1545 1716 1757 1794 1858 1910 1951 2027 2101 2181 2351 2490 2875 2885 2922 3096 3100 3109 3123 3135 3161 3274 3318 3360 3361 3438 3447 3476 3488 3534 3701 3722 3736 3738 3823 3835 3881 3958 3969 3983 4013 4397 4404 4493 4499 4508 4525 4549 4598 4628 4671 4728 4735 4751 4930 5015 5149 5204 5300 5305 5322 5358 5398 5400 5416 5420 5507 5520 5543 5575 5630 5689 5704 5739 5850 5868 5994 6275 6377 6433 6491 6609 6634 6643 6666 6686 6746 6836 6900 6914 6915 7047 7052 7084 7094 7121 7167 7205 7227 7295 7371 7418 7432 7475 7726 7828 7871 7880 7906 7916 8124 8208 8430 8431 8484 8653 8654 8747 8748 8818 8855 8858 8882 8904 8908 8917 9069 9234 9311 9362 9376 9416 9465 9580 9595 9610 9714 9771 9795 9811 9816 9905 10006 10007 10024 10073 10113 10133 10223 10234 10249 10274 10278 10364 10474 10514 10525 10534 10587 10752 10763 10778 10899 10927 11054 11140 11158 11195
9537,39 53 76 146 164 394 544 625 633 694 713 786 791 799 868 944 960 963 1020 1085 1192 1276 1378 1424 1472 1497 1498 1525 1538 1539 1654 1677 1746 1757 1780 1787 1888 1889 1986 1995 2078 2109 2142 2348 2396 2398 2474 2482 2564 2570 2723 2783 2788 2810 2885 2949 2969 3049 3177 3374 3457 3483 3958 4331 4498 4558 4609 4854 4871 5022 5093 5166 5212 5335 5400 5403 5412 5422 5447 5542 5612 5704 5745 6118 6143 6171 6208 6240 6331 6377 6384 6461 6551 6557 6571 6599 6606 6685 6689 6788 6925 6989 7065 7084 7113 7322 7403 7410 7536 7544 7662 7666 7750 7755 7760 7788 7837 7862 7971 7999 8055 8202 8208 8275 8340 8424 8503 8508 8549 8587 8705 8770 8782 8807 8858 8917 9028 9190 9192 9204 9234 9261 9325 9388 9548 9647 9765 9771 9963 9997 10073 10222 10228 10247 10315 10385 10427 10664 10683 10684 10762 10801 10896 10956 10965 10991 11005 11014 11054 11176 11178
