surveyId,predictions
642,10024 10073 1018 10223 10255 10317 10600 10684 1086 11140 11195 1466 1545 1889 1910 1964 2025 2211 249 254 2753 2847 2885 3275 3722 3958 423 4397 4483 4492 4499 4638 478 4854 509 5189 540 581 6079 6310 6788 6962 7121 7122 7739 7760 7817 7942 7999 8151 8208 843 8431 8439 8746 8760 8807 8818 890 9024 9072 9341 9376 9465 958 963 9669 9707 9816
1792,10073 1015 1018 10281 10315 10684 10904 1092 10953 11049 11115 1139 1254 1363 140 146 1668 2019 2492 262 2753 2885 3177 320 3419 3451 3457 351 3744 3958 4258 4341 462 4748 4854 5181 5301 535 5412 5483 5543 5557 5704 5739 6067 634 6358 6603 6611 6788 6925 7322 7571 7588 7906 7971 8106 8149 8208 8275 8340 838 8424 8431 8542 8858 9190 9261 9388 9430 9555 9602 9636
3256,10155 1018 10600 10648 11116 1162 1539 1678 1761 1831 2630 4207 4551 4558 4712 4790 4991 5173 5206 544 5850 5997 6053 6424 6497 6748 6755 69 7621 7706 790 8397 8477 8818 9424 96 9804
3855,10155 10268 10404 10600 10648 10772 10828 11012 2184 2234 2587 2762 2767 2799 4 4105 4109 4112 4267 4434 4590 460 4997 6053 6171 6407 6497 651 6555 6747 6805 7471 7532 7552 7652 7687 7706 7742 8164 8428 8806 9040 9256 9456 9660
4889,10073 10218 10223 10255 10317 10600 11140 1180 1889 1964 2025 2211 254 2823 2922 3092 3722 4397 4483 4492 4499 4609 4638 5189 53 540 5542 581 5900 6079 6331 651 661 6643 6962 6999 7566 7760 7817 7957 7978 8151 8428 843 8760 9024 9072 9341 963
5884,10073 10223 10255 10317 10600 1086 11140 11195 1539 1889 1964 2025 2211 2308 254 2885 3067 3722 3958 4077 4397 4447 4483 4499 4638 478 5189 53 540 5542 581 6079 6310 661 6788 6962 6989 6999 7121 7122 7739 7760 7880 7957 7999 8151 8208 8428 843 8431 8439 8746 8760 8807 8818 890 9024 9072 9341 9376 9465 958 96 963 9669 9707 9816
6955,10073 10143 10281 1045 10522 1092 10953 11140 115 1162 1254 1404 2145 2373 2514 2665 2891 3309 351 462 5412 5451 5543 5557 6264 6321 6412 7072 7241 7706 7714 7926 8208 8421 8542 8746 9146 9442 9452 9480 9555 9787 9880
8956,10024 10073 10255 10317 10600 10940 11078 11140 11195 1964 2211 254 2847 2885 3037 3067 3275 3294 340 433 4397 4492 4499 4638 478 4854 540 5771 581 6310 6491 6643 6746 6915 6950 6962 7121 7122 7739 7760 7880 8124 8208 843 8431 8439 8639 8760 8818 9005 9024 9072 9245 9376 9465 958 9630 9707 9816
9037,10073 10274 11140 11195 1378 2885 3123 3275 3318 423 433 4397 4499 4628 5398 540 581 6643 6746 6915 7121 9376 9465 9816
9537,10247 10315 10385 10664 10684 10896 10991 11005 1276 1424 146 1654 1677 1888 1986 2474 2482 2570 305 3177 4238 4609 4854 4871 53 5335 5412 544 5542 6689 6788 6925 694 6989 7322 7536 7788 7862 8208 841 8424 8503 8549 868 8807 8858 9028 9190 9261 963 9636 9647
11594,10113 10317 1032 10927 11140 11195 1421 1910 1951 1964 2211 2262 2308 254 2885 2949 300 3161 3275 340 3722 3958 4397 4447 4492 4499 4748 5149 540 5739 581 6310 7617 7739 7817 7880 8439 8818 9005 9072 9341 9465 958 9707 9816 9881
11849,11157 11159 11193 2702 3125 3935 5907 6039 6836 9119 9458 9572
12019,10065 11195 169 1889 2885 3123 3427 424 5386 5400 5739 6079 8009 8747 8802 9734
12436,10065 11195 169 1889 2885 3123 3427 424 5386 5400 5739 6079 8009 8747 8802 9734
12705,10073 1020 10317 10600 10940 11140 1455 1761 1964 2101 254 3375 340 3497 3722 4397 4499 4541 4638 4854 5285 540 5980 623 6491 6643 6746 694 6962 6989 7121 7817 8431 8746 8818 9072 9341 9376 9816 9881
12842,10155 10231 10255 10268 10317 10404 10427 10591 10600 10621 1086 10896 10990 11012 11054 11059 1110 11140 11242 1134 1162 1288 167 1780 1818 1964 2184 2211 249 2587 2644 2647 2650 2762 2799 2949 3068 3092 3156 3211 3334 3451 3722 3810 383 4105 423 4590 460 4638 469 4712 4748 4817 4862 4991 5055 5068 514 5196 53 5383 5602 5726 5804 5834 5895 601 6079 6119 613 6225 6310 6405 6407 6497 651 6571 6588 6903 6919 6920 694 6964 7121 7359 7532 7552 7566 7706 7746 7918 8229 8409 8428 8476 8573 8590 8632 8714 8743 8746 8782 8818 8949 8983 9024 9076 9256 9376 9406 9465 958 96 9660 9892 9980
13429,10073 11240 1531 2031 2715 3125 4659 5016 5203 6039 7748 9572 9877
15914,10247 10315 10385 10684 10909 10991 146 1497 1888 2386 2474 2885 3177 3457 3935 4238 4609 4871 5335 5412 6689 6788 69 6925 7536 7788 7862 8208 8424 868 9190 9261 963 9647 9669 981
16550,10113 10255 10317 10600 1539 1910 1964 254 3275 540 581 6079 6491 6643 6839 6962 6989 7227 7760 8124 9072
18511,10073 11193 3125 3438 407 4087 4349 6039 822 8921 9458 9572
18734,11193 3109 3125 3438 407 4087 4349 6039 7748 822 8921 9458 9572
19026,10073 10113 10223 10317 11195 1716 1910 1924 1951 1964 2308 254 2847 2885 2922 3161 3177 3738 3958 4397 4447 4735 4854 4898 5374 5398 540 581 643 6788 694 7227 7617 822 8431 8439 8818 9072 958 9630 9707 9816
21203,10218 10255 11140 1133 2025 254 2885 3227 5386 540 6079 6331 8258 9816
21641,10113 10223 10317 1539 1910 2025 254 2885 540 6079 6491 6962 6989 7227 7760 981
