surveyId,predictions
642,10073 10255 10317 11140 11195 1466 1910 1964 2211 254 2885 423 4397 4483 4499 509 540 6310 6962 843 8746 8807 8818 9072 9376 9465 963 9707 9816
1792,10073 10904 1092 10953 11115 146 2019 262 320 3419 3451 3744 4258 535 5483 5543 5557 6067 6603 7571 7588 7971 838 8424 8858 9555
3256,10648 2630 4207 4551 6497 6755 7621 7706 8397 8477
3855,10404 10600 10772 11012 2184 2762 2767 2799 4 4109 4590 4997 6053 6407 6497 651 7532 7687 8428 8806
4889,10223 10255 10317 10600 1889 1964 2025 4499 5189 53 540 5900 6331 6999 7760 7957 8151 8428 843 9024 9341 963
5884,10073 10223 10317 10600 11195 1889 1964 2025 2211 2308 254 4397 4499 5189 53 540 661 6962 7760 7999 843 8431 890 9024 9341 9465 96 963 9816
6955,10073 10281 1045 1162 1254 2145 2514 5557 6321 7926 8542 9146 9442 9452
8956,10317 10940 11195 1964 254 2885 3275 340 4397 4492 4499 4638 478 540 581 6310 7122 8439 9024 9072 9245 9707
9037,11140 11195 423 433 6915 7121 9376 9816
9537,10247 10385 10896 10991 11005 1276 146 1654 1888 1986 2474 2570 3177 4238 4609 4854 4871 53 5335 544 6788 6925 694 7322 7536 7788 7862 8208 8424 868 8807 9190 963 9647
11594,10317 11140 11195 1951 1964 2262 2308 254 2885 3722 4499 540 6310 7739 9341 9465 9707
11849,11159 2702 9572
12019,10065 3427 424 6079 8009 8802
12436,10065 3427 424 6079 8009 8802
12705,10317 10940 1455 1761 2101 254 4397 4499 4638 540 6491 6643 6746 7817 8431 8746 8818 9341
12842,10255 10317 10427 10600 10990 11012 11054 11242 1162 1288 1818 1964 2184 2211 2644 2799 2949 3156 3334 3722 4105 423 460 4638 4748 4991 5055 5068 5196 5726 5804 613 6405 6407 6497 6903 6919 6920 694 7552 7918 8229 8428 8590 8632 8949 9024 9076 9256 9376 96 9660
13429,10073 5016 9572 9877
15914,10247 10315 10385 146 1888 2386 2474 4609 4871 5412 6689 6788 6925 8208 8424 9190 963 9647 981
16550,10255 1539 254 540 6079 6491 6989 7760
18511,
18734,
19026,10113 1924 2308 2847 2885 2922 3161 3738 4397 4447 581 694 7617 822 9707 9816
21203,10218 10255 2025 254 6079 8258
21641,540 6491 7760
21906,10909 10946 11120 1254 1276 146 1497 1539 2120 2474 3043 4238 4871 51 5412 7706 8208 8424 9190 9261 9636 9647
22102,10073 10317 10927 10969 11195 1964 254 2753 3161 340 4397 5398 540 5737 5739 6310 6491 6643 6788 6915 6962 7121 8431 8818 9005 9376 9465 9630 9816
23717,10073 10881 11140 2922 4397 5398 5739 6491 6915 8632 8818 9710
24689,10113 1018 10317 10514 10940 11140 1951 1964 254 2788 2885 3140 3958 4397 4499 4638 4748 4854 540 5739 6310 6900 7760 7817 8431 8760 9024 96 9610 9714
24920,10247 10896 1654 1707 2025 2142 2398 2474 3792 4238 53 544 5542 5551 6461 6788 7322 7640 7666 7760 7999 843 8573 8587 8807 9028 963 9647 9669 976
25437,10247 10315 10385 10909 146 2474 3020 3177 3935 4871 5412 6925 694 7536 7788 8151 8208 9636 9647 981
26098,11222 1300 2173 2243 2926 5876 6339 7315 8283 9877
26651,10024 11195 1288 1455 1715 1964 254 2885 3275 340 4397 4492 4499 4638 478 540 581 6310 643 6643 6746 6950 7122 7880 8439 8639 8760 9024 9245 9465 958 9707 9816
27551,10073 10317 10600 11140 11195 1964 2211 254 2885 4397 4499 478 5189 540 6310 643 7122 843 8639 8818 890 9024 9072 9341 9707 9816
27567,10073 10520 1062 10909 11193 1176 1221 1304 1727 1736 1814 2634 3166 3376 3464 3572 3669 4029 4916 493 5262 5537 6006 6039 6855 6913 7118 7182 7748 81 8435 9458 9572 9612 9743
30973,10024 10073 10255 1086 11140 1951 1964 2262 254 2885 3722 4397 4499 540 5739 581 6310 6491 7817 8431 8746 8818 9707
31970,2184 4109 5068 5196 6497 6805 8428 8782
32178,10073 1716 1951 2885 4397 6491
32282,10317 11012 1964 2799 3722 4105 423 4734 4748 5383 5804 601 7972 8782 8806 8818 9024 96
32525,10317 10600 11140 11195 1466 1964 2211 2262 254 2847 2885 2961 3275 340 4397 4492 4499 4638 478 540 6310 643 6643 7122 8124 8439 8760 9005 9024 9072 9207 9245 9465 96 9707 9816
33904,10223 10600 5189 53 6079 7957 963
33921,215 2471 3375 4397 4541 5285 5773 5980 6643 6746 7679 7790 9674
34778,11013 11157 1254 1276 1999 2474 5412 6226 7536 8208 9873
36216,11140 1964 254 2885 3275 340 4397 4499 540 6310 9072 9465 958 9816
36737,10073 1028 10281 1051 10522 11140 1174 148 2145 2373 2514 2891 3451 351 4404 462 4924 5543 5557 5901 6321 7241 8067 8412 8542 9452 9555
36869,1066 10904 1497 1999 2082 240 2492 262 2753 3419 3451 3744 4532 5483 6067 6603 6611 6759 69 6968 7006 708 7580 7588 8237 8316 838 8473
38125,10073 1018 10317 10600 10940 11140 11195 1288 1504 171 1818 194 1964 2025 2211 262 32 340 4397 4499 4854 540 6962 8431 8746 8818 9341 963
38812,10247 10315 10385 146 2474 2747 4238 4609 4871 5335 6684 6788 6925 694 7536 7788 7862 791 8208 8424 9190 9204 9261 963 9647 9873
39525,10073 10317 10600 11195 1964 2025 254 4397 4499 53 540 6962 7760 7999 843 8807 9465 963 9816
39795,10073 10317 1086 11012 11140 1288 1818 249 2799 3722 4105 423 469 4707 4748 53 5804 6119 651 694 7115 7121 7552 8428 8590 8818 9024 9076 9256 9376 9465 96
40447,10255 10317 10600 10940 11140 1288 1964 2025 2211 254 2961 3067 3722 423 4499 5189 581 6962 6999 7817 8746 9341 9881
40597,10317 11195 1525 1716 1951 1964 254 2885 3067 3275 340 4499 540 581 6310 643 6643 7121 9376 9465 958 9707 9816
40845,10255 10317 10600 1086 10940 11140 1421 2211 254 340 540 6310 6491 7122 7978 8746 9341 96
41048,1066 10904 1497 1999 2082 240 2492 262 2753 3419 3451 3744 4532 5483 6067 6603 6611 6759 69 6968 7006 708 7580 7588 8237 8316 838 8473
41209,10073 10317 11195 1964 254 2885 4397 53 540 661 6788 6962 8208 843 8746 8818 9376 9465 963 9816
41369,1531 2173 2243 2715 2926 4659 5203 5799 9877
41476,10896 1264 1964 4483 5114 5745 6788 6962 8151 8512 8807 963
41725,10073 10317 10940 11140 1761 2101 2211 3123 4397 4499 540 5980 6643 6746 8208 8431 8746 8818 9341
42000,10073 2243
42935,10904 1497 2025 4238 544 5542 6788 7706 843 8573 8673 8807 963 9647
44791,10223 10255 10317 10600 1472 1539 1715 2025 3497 4638 5384 5386 5900 6079 651 6989 6999 7978 9024 96
46094,10073 10247 10315 10385 10762 10904 10909 1254 1276 146 1497 2386 2474 3020 3935 51 5335 5412 6226 6684 6685 6788 6909 6925 694 7536 7706 7788 8208 8424 868 9636 9647 9714 9873
47008,10073 10317 1086 11140 249 3722 423 4748 5149 53 5804 694 7115 7121 8590 8818 9024 9076 9376 9465 96 9816
48669,10247 10315 1239 146 1888 2474 4609 4871 5335 5412 544 5542 6788 6925 8208 8424 963 9647
49000,10073 2722 3125 3958 4229 5749 6548
49038,11140 1495 540 6079
49319,11140 1716 2101 3123 4397 540 5420 5739 5980 6491 6643 6746 9890
50057,1066 10904 1497 1999 2082 240 2492 262 2753 3419 3451 3744 4532 5483 6067 6603 6611 6759 69 6968 7006 708 7580 7588 8237 8316 838 8473
51364,254 5386 6079
51795,11157 11193 1736 2386 2474 2634 3935 4003 5219 5412 5817 6039 6874 9458 9572 982
52317,10247 1495 1654 1888 2474 3067 4483 5071 6079 661 6989 8151 963 9647 981
52326,10073 10247 10315 10385 10909 11013 146 1497 2386 2474 2756 3935 4871 5412 6226 6684 6788 6909 6925 694 7536 7706 7788 8151 8208 8424 9636 9647 9873
52364,11157 11193 1276 1736 2421 2474 2634 3251 3935 4003 5412 5474 6039 6874 9458 9572 982
52481,11140 2101 3123 4397 540 5739 5980 6491 6643 6746 8818 9376 9890
53300,2471 3375 4397 4541 5285 5773 5980 6643 6746 7679 7790 8635 9674
54076,10904 1092 11122 1139 1254 2783 3757 4169 5412 6067 634 6925 7588 8208 8316 8673 9261 9610 9873
54193,10180 10648 10828 11012 11242 1445 1678 2184 2210 2630 2786 2951 4267 4712 4991 5068 5196 5413 590 6407 6424 6497 6747 6805 7471 7621 8163 8428 8743 8782 8992 9256
54624,10684 10896 11005 1264 1424 1677 1707 1910 1964 2142 2398 2570 5114 633 6788 6962 7669 7760 7824 791 799 8807 963 9647
55644,10367 10385 10484 10896 11005 11054 1424 1677 2122 2142 2474 2747 3351 3917 3935 4609 4871 544 6684 6909 6925 694 791 8106 8208 8275 8424 8549 8705 9028 9261 944 963 9647 9766 981
56496,10247 10315 10385 10684 10896 10991 146 1888 2386 2474 4609 4871 53 5335 5542 6788 6925 7788 7862 7971 8208 8424 8807 9028 9190 963 9647 9669 981
56887,10024 1716 1951 1964 254 2847 2885 2922 340 3738 4397 4492 4499 4638 540 5739 581 6310 6491 7122 8439 8760 8818 9005 9072 9245 958 9707 9816
58388,10247 10255 10460 2126 2474 5071 6079 6331 7318 953
60548,10940 1705 1889 3497 4397 4499 4638 6491 6989 7706 7978 8818
60731,10255 391 462 6079 6962
61092,10247 10315 10600 10896 10956 1888 2386 2474 4498 4871 5071 544 6788 6989 7322 8151 8208 8424 8705 9028 963 9647 981
61334,10073 2308 2885 2922 340 4397 4499 5166 6491 6643 6746 7121 8818 9816
62643,11195 1170 1964 254 2885 300 540 581 8431 87 9005 9072 9816
62910,10317 10600 1086 11140 2025 2211 249 2961 3067 3438 3471 3722 423 4397 4499 4748 5189 540 649 661 6903 6962 6999 7121 7739 7817 8431 8760 8818 890 9024 9341 9816 9881
63918,10073 1018 1092 146 1497 1539 3161 3451 4397 4748 5398 5412 5557 6788 6883 6925 8208 8508
64178,10247 1888 2386 2474 4498 4871 5071 661 6788 7322 8151 8208 963 9647 981
64913,254
66097,10255 1539 540 6079
67733,1254 1276 1497 1539 1986 3043 4238 5173 5412 5557 6945 7536 7706 8208 8573 9636 9647
67998,11019 1387 1964 2101 2262 254 2847 3067 3161 3275 340 3738 4492 4499 540 581 6310 643 6746 7760 7880 8439 8760 9072
68018,10051 10909 11193 2386 2474 2643 3958 4349 4985 7748 9261
68034,10073 1015 10904 1254 1818 2248 262 3419 3451 3744 4258 4748 5149 53 5543 5557 634 6603 6611 7493 7588 9555 963 9881
69003,10317 11140 11195 1910 1964 254 2885 3161 3275 4499 540 581 6310 641 643 9707 9816
69099,1276 146 1497 1539 2122 2386 2474 4238 5412 6788 8208 9636 9647 9766 981
70350,10073 11193 2386 3251 4003 6039 6235 7868 9458 9572
70662,10255 10317 10600 10940 11140 1288 1964 2025 2211 254 2961 3067 3722 423 5189 581 6962 6999 7817 8746 9341 9881
72103,10247 10684 1495 1654 1888 2474 2885 3067 5071 6079 6989 8151 963 9647 981
72786,10315 10525 146 1497 2019 2474 2885 4854 4917 53 5704 6446 6551 694 7423 7742 8106 8542 8807 9024 9261 9415 9465 958
72854,10317 10600 11195 1288 1964 2211 254 2885 3275 4397 4492 4499 4638 4854 5189 540 6310 6915 7122 8439 8760 8818 9024 9072 9707 9816
73272,5219
73905,1018 10223 10255 10940 3497 4397 4499 4638 6491 6746 6989 7536 7978 8431 9341
74414,11193 3438
75195,1387 254 2885 340 4397 540 623 6491 7122 9816
76085,10082 10255 10317 10600 10811 10940 1472 1716 1951 2025 2922 300 3037 3722 4397 4499 581 8748 8818 890 9341
76528,10113 10600 1387 1951 1964 254 2885 540 6079 8639 9816
76891,10305 6491
80169,1455 2101 254 4397 4499 540 6491 6643 6746 8431
80467,10305 11193 1195 146 2386 2474 4003 9458
80514,10409 10852 11159 1519 1996 2386 2502 3125 3958 3999 4349 4519 5749 6568 6666 7008 7199 8742 9119 9654
80804,10113 10218 10223 10255 1086 1180 1539 2013 2823 3227 3722 4397 4492 540 6310 7333
81526,1051 11140 3318 540
81908,1051 2101 2891 3123 3747 4349 4854 4977 540 5420 6491 6707 7054 7315 7703 7748
82140,10113 10218 10223 1910 1964 2823 2922 4447 53 581 6079 6788 7333 7760 8439 8807 963
82897,10113 10218 10223 10274 10304 1086 1525 1539 2013 254 2823 304 3227 3722 4397 4492 4499 4638 53 5398 540 5771 6079 6310 6950 7121 7122 7333 7617 7880 8177 8431 8439 875 9072 9439 9816
83363,10247 10315 10896 10991 1654 1707 2025 2142 2398 2474 3792 3885 4238 4609 53 544 5542 5551 6708 6788 7322 7640 7666 7999 843 8573 8807 9028 963 9647 9669 976
85499,10385 10896 11005 1170 1288 1424 1910 1964 2101 2142 2398 2474 2570 4871 540 6788 6962 7760 7824 791 8807 963 9647
85744,10909 11157 1254 1276 1736 2120 3043 3251 3937 4530 51 5249 5412 5969 7706 8208 9458
86085,10367 10385 10684 1086 1092 2474 2783 3177 3958 4341 4609 5412 6788 6925 7322 8083 8106 8424 8503 868 8807 9261 9388 9647 981
86312,10073 1707 1802 1964 2142 2308 254 433 4397 540 6491 6643 6746 6788
88358,9353
88734,10317 10600 11140 1964 254 4397 4499 478 540 6310 643 6491 6643 8746 8818 9341 9376
88807,10289 11125 11222 1176 1300 2173 245 3115 3441 5876 5907 9341
89191,10255 10317 10600 10940 1539 1964 254 3275 4397 4499 4638 540 6079 6310 651 6962 6999 7760 7808 9024
89854,10073 10247 10315 10683 10896 10909 11176 1276 146 1888 2337 2386 2474 2482 2783 3885 4498 5071 5166 5335 5412 544 6788 694 6989 7536 7862 8208 8424 9261 963 9636 9647
91065,10073
91371,11195 1964 254 2885 4397 4499 540 6962 9072 9465 9816
92621,10909 11157 11193 1254 1276 1736 2474 2634 3043 3251 3935 4003 4530 5412 5817 6874
93286,10239 10305 1195 1959 5882 6491
94281,6836
95767,1139 1276 1539 4238 5412 6788 7706 8208 963
97031,1539 254 6079
97519,10600 1276 2025 5542 6689 6989 8428 843 8573 963 9636 9647
97774,10247 10315 10385 10896 11005 146 1677 1964 1986 2142 2398 2474 2482 4238 4609 4871 5114 5335 544 6118 6788 7536 7788 8208 8424 843 8512 8807 9261 963 9647 9669
98717,10073 3464 6039
100319,10073 2025 2885 4397 6788 6962 8151
100802,10305 6491
102099,10648 2630 4207 4551 6497 6755 7621 7706 8477
102354,10317 11140 1387 1964 2025 2211 2262 254 2885 3067 3275 3722 4397 4499 540 581 6310 643 6962 7739 7760 8818 9 9072 9341 9816
103486,10247 10255 10315 10385 10909 2126 2386 2474 3297 4498 4871 5071 5412 5618 581 6079 6331 6788 6925 7318 7536 8151 8208 8330 8364 9647 981
103942,10073 10315 10385 1086 10991 11120 11140 1139 1254 1497 2776 3043 3177 3236 423 4609 5149 5173 5398 544 6487 6788 6827 6925 7322 7971 8424 8431 8673 8807 8917 9190 9261 9465 963
104416,11195 1170 169 1964 254 2885 340 540 9005 9465 9816
104754,10223 1173 1910 1964 2308 2885 2922 4447 581 6079 6331 6788 6962 8807 963
104996,10367 10385 10896 11005 1424 146 1677 2122 2142 2386 2474 2747 3020 3351 3581 3917 3935 4609 4871 544 6684 6909 6925 8106 8208 8424 8705 9028 9261 944 963 9647 9766 981
105415,11195 1964 2101 254 2885 340 4397 4499 4638 4854 540 581 6310 6643 6746 7121 8431 9816
105527,11157 11193 2031 6039 6235 9458 9572
105876,
106116,10218 10223 10317 1539 2013 2211 254 3227 3722 4397 4492 4499 5374 540 5771 6310 7121 7333 7661 7817 7880 8431 8439 875 9816
106734,10223 10255 10317 10600 1545 1964 254 2823 3092 4397 4492 4499 5189 53 540 581 5900 6079 6310 6331 6962 7760 7942 7957 8151 8428 843 8431 8639 9024 9072 9341 963
107018,10005 3375 4397 5519 6234 6643 7790 9674
107805,10073 10317 1086 11140 1818 249 3722 423 4499 469 4748 5149 540 5804 6079 6883 694 7115 7121 7552 8590 8632 8747 8818 9024 9076 9376 9465 96 9816
107852,10073
108647,10255 10600 10940 1455 4397 4499 6079 7978 9024
109639,10073 9458 9572
110614,10113 254 540 6079 6491
111408,10073 10315 1086 10904 1092 10953 11120 1139 1254 1497 2474 2564 2733 2747 2776 3043 3309 3457 4202 4734 4748 4924 5398 5412 544 5630 6446 6684 6788 6925 7121 7742 8208 8424 8508 8673 8751 8807 9190 963 9957
114115,10073 1018 10223 10255 10317 10600 1086 11195 1964 2025 2211 254 3067 4397 4499 53 540 6962 7760 7817 7957 843 8431 8746 890 9341 9465 963 9669 9816
